"Gene"	"Gene synonym"	"Ensembl"	"Gene description"	"Uniprot"	"RNA tissue specificity"	"RNA tissue distribution"	"RNA tissue specificity score"	"RNA cell line specificity"	"RNA cell line distribution"
"C1GALT1"	"C1GALT, T-synthase"	"ENSG00000106392"	"Core 1 synthase, glycoprotein-N-acetylgalactosamine 3-beta-galactosyltransferase 1"	"Q9NS00"	"Low tissue specificity"	"Detected in all"	NA	"Cell line enhanced"	"Detected in all"
"C1orf100"	NA	"ENSG00000173728"	"Chromosome 1 open reading frame 100"	"Q5SVJ3"	"Tissue enriched"	"Detected in single"	66	"Cell line enriched"	"Detected in single"
"C1orf105"	NA	"ENSG00000180999"	"Chromosome 1 open reading frame 105"	"O95561"	"Tissue enhanced"	"Detected in some"	NA	"Cell line enriched"	"Detected in some"
"C1orf116"	"FLJ36507, MGC2742, MGC4309, SARG"	"ENSG00000182795"	"Chromosome 1 open reading frame 116"	"Q9BW04"	"Tissue enhanced"	"Detected in many"	NA	"Cell line enhanced"	"Detected in some"
"C1orf131"	"DKFZp547B1713"	"ENSG00000143633"	"Chromosome 1 open reading frame 131"	"Q8NDD1"	"Low tissue specificity"	"Detected in all"	NA	"Low cell line specificity"	"Detected in all"
"C1orf194"	NA	"ENSG00000179902"	"Chromosome 1 open reading frame 194"	"Q5T5A4"	"Group enriched"	"Detected in some"	5	"Cell line enhanced"	"Detected in some"
"C1orf94"	"MGC15882"	"ENSG00000142698"	"Chromosome 1 open reading frame 94"	"Q6P1W5"	"Tissue enriched"	"Detected in some"	8	"Group enriched"	"Detected in some"
"C1QTNF2"	"CTRP2"	"ENSG00000145861"	"C1q and TNF related 2"	"Q9BXJ5"	"Low tissue specificity"	"Detected in many"	NA	"Cell line enhanced"	"Detected in some"
"C1R"	NA	"ENSG00000159403"	"Complement C1r"	"P00736"	"Tissue enhanced"	"Detected in many"	NA	"Cell line enhanced"	"Detected in many"
"C1RL"	"C1r-LP, C1RL1"	"ENSG00000139178"	"Complement C1r subcomponent like"	"Q9NZP8"	"Tissue enhanced"	"Detected in all"	NA	"Cell line enhanced"	"Detected in many"
"C20orf141"	"dJ860F19.4"	"ENSG00000258713"	"Chromosome 20 open reading frame 141"	"Q9NUB4"	"Tissue enriched"	"Detected in some"	42	"Group enriched"	"Detected in some"
"C20orf194"	"DKFZp434N061"	"ENSG00000088854"	"Chromosome 20 open reading frame 194"	"Q5TEA3"	"Low tissue specificity"	"Detected in all"	NA	"Low cell line specificity"	"Detected in many"
"C22orf39"	"MGC74441"	"ENSG00000242259"	"Chromosome 22 open reading frame 39"	"Q6P5X5"	"Low tissue specificity"	"Detected in all"	NA	"Low cell line specificity"	"Detected in all"
"C2orf78"	"COG5373, FLJ43987, hCG1989538"	"ENSG00000187833"	"Chromosome 2 open reading frame 78"	"A6NCI8"	"Tissue enriched"	"Detected in single"	141	"Cell line enhanced"	"Detected in some"
"C2orf83"	"DKFZp547H025"	"ENSG00000042304"	"Chromosome 2 open reading frame 83"	"Q53S99"	"Tissue enriched"	"Detected in some"	7	"Cell line enriched"	"Detected in single"
"C3"	"ARMD9, C3a, C3b, CPAMD1"	"ENSG00000125730"	"Complement C3"	"P01024"	"Tissue enriched"	"Detected in all"	10	"Group enriched"	"Detected in many"
"C3orf52"	"FLJ23186, TTMP"	"ENSG00000114529"	"Chromosome 3 open reading frame 52"	"Q5BVD1"	"Tissue enhanced"	"Detected in many"	NA	"Cell line enhanced"	"Detected in many"
"C5orf60"	NA	"ENSG00000204661"	"Chromosome 5 open reading frame 60"	"A6NFR6"	"Group enriched"	"Detected in some"	7	"Cell line enhanced"	"Detected in some"
"C6orf118"	"bA85G2.1, MGC23884"	"ENSG00000112539"	"Chromosome 6 open reading frame 118"	"Q5T5N4"	"Tissue enhanced"	"Detected in some"	NA	"Group enriched"	"Detected in some"
"C6orf120"	"bA160E12.4"	"ENSG00000185127"	"Chromosome 6 open reading frame 120"	"Q7Z4R8"	"Low tissue specificity"	"Detected in all"	NA	"Low cell line specificity"	"Detected in all"
"C7orf26"	"MGC2718"	"ENSG00000146576"	"Chromosome 7 open reading frame 26"	"Q96N11"	"Low tissue specificity"	"Detected in all"	NA	"Low cell line specificity"	"Detected in all"
"C7orf33"	NA	"ENSG00000170279"	"Chromosome 7 open reading frame 33"	"Q8WU49"	"Group enriched"	"Detected in some"	5	"Cell line enriched"	"Detected in single"
"C8orf58"	"FLJ34715"	"ENSG00000241852"	"Chromosome 8 open reading frame 58"	"Q8NAV2"	"Low tissue specificity"	"Detected in all"	NA	"Low cell line specificity"	"Detected in many"
"C9orf50"	"FLJ35803"	"ENSG00000179058"	"Chromosome 9 open reading frame 50"	"Q5SZB4"	"Tissue enhanced"	"Detected in some"	NA	"Cell line enhanced"	"Detected in some"
"C9orf64"	"MGC10999"	"ENSG00000165118"	"Chromosome 9 open reading frame 64"	"Q5T6V5"	"Low tissue specificity"	"Detected in all"	NA	"Low cell line specificity"	"Detected in many"
"CA13"	"CAXIII, FLJ37995, MGC59868"	"ENSG00000185015"	"Carbonic anhydrase 13"	"Q8N1Q1"	"Tissue enhanced"	"Detected in many"	NA	"Cell line enhanced"	"Detected in many"
"CA3"	"CAIII, Car3"	"ENSG00000164879"	"Carbonic anhydrase 3"	"P07451"	"Tissue enriched"	"Detected in many"	12	"Group enriched"	"Detected in some"
"CA7"	NA	"ENSG00000168748"	"Carbonic anhydrase 7"	"P43166"	"Tissue enriched"	"Detected in some"	5	"Cell line enhanced"	"Detected in some"
"CABIN1"	"KIAA0330, PPP3IN"	"ENSG00000099991"	"Calcineurin binding protein 1"	"Q9Y6J0"	"Low tissue specificity"	"Detected in all"	NA	"Low cell line specificity"	"Detected in all"
"CABP5"	"CaBP3"	"ENSG00000105507"	"Calcium binding protein 5"	"Q9NP86"	"Tissue enriched"	"Detected in some"	5	"Cell line enhanced"	"Detected in single"
"CACNA1A"	"APCA, CACNL1A4, Cav2.1, EA2, FHM, HPCA, MHP, MHP1, SCA6"	"ENSG00000141837"	"Calcium voltage-gated channel subunit alpha1 A"	"O00555"	"Tissue enriched"	"Detected in many"	10	"Group enriched"	"Detected in some"
"CACNA1C"	"CACH2, CACN2, CACNL1A1, Cav1.2, CCHL1A1, LQT8, TS"	"ENSG00000151067"	"Calcium voltage-gated channel subunit alpha1 C"	"Q13936"	"Tissue enhanced"	"Detected in all"	NA	"Cell line enriched"	"Detected in some"
"CACNA1D"	"CACH3, CACN4, CACNL1A2, Cav1.3, CCHL1A2"	"ENSG00000157388"	"Calcium voltage-gated channel subunit alpha1 D"	"Q01668"	"Low tissue specificity"	"Detected in many"	NA	"Cell line enhanced"	"Detected in some"
"CACNA1E"	"BII, CACH6, CACNL1A6, Cav2.3"	"ENSG00000198216"	"Calcium voltage-gated channel subunit alpha1 E"	"Q15878"	"Tissue enriched"	"Detected in some"	7	"Cell line enhanced"	"Detected in some"
"CACNA1H"	"Cav3.2"	"ENSG00000196557"	"Calcium voltage-gated channel subunit alpha1 H"	"O95180"	"Tissue enhanced"	"Detected in many"	NA	"Cell line enhanced"	"Detected in some"
"CACNA2D4"	NA	"ENSG00000151062"	"Calcium voltage-gated channel auxiliary subunit alpha2delta 4"	"Q7Z3S7"	"Tissue enriched"	"Detected in many"	7	"Cell line enhanced"	"Detected in some"
"CACNB3"	"CACNLB3"	"ENSG00000167535"	"Calcium voltage-gated channel auxiliary subunit beta 3"	"P54284"	"Tissue enhanced"	"Detected in all"	NA	"Cell line enhanced"	"Detected in many"
"CAD"	"GATD4"	"ENSG00000084774"	"Carbamoyl-phosphate synthetase 2, aspartate transcarbamylase, and dihydroorotase"	"P27708"	"Low tissue specificity"	"Detected in all"	NA	"Low cell line specificity"	"Detected in all"
"CADPS"	"CAPS, CAPS1, KIAA1121, UNC-31"	"ENSG00000163618"	"Calcium dependent secretion activator"	"Q9ULU8"	"Tissue enhanced"	"Detected in many"	NA	"Cell line enhanced"	"Detected in some"
"CALCRL"	"CGRPR, CRLR"	"ENSG00000064989"	"Calcitonin receptor like receptor"	"Q16602"	"Tissue enhanced"	"Detected in many"	NA	"Cell line enriched"	"Detected in some"
"CALML6"	"CAGLP"	"ENSG00000169885"	"Calmodulin like 6"	"Q8TD86"	"Group enriched"	"Detected in some"	29	"Cell line enhanced"	"Detected in some"
"CAMK2B"	"CAM2, CAMK2, CAMKB"	"ENSG00000058404"	"Calcium/calmodulin dependent protein kinase II beta"	"Q13554"	"Tissue enhanced"	"Detected in many"	NA	"Cell line enriched"	"Detected in some"
"CAMK4"	"CaMK-GR"	"ENSG00000152495"	"Calcium/calmodulin dependent protein kinase IV"	"Q16566"	"Tissue enhanced"	"Detected in many"	NA	"Cell line enhanced"	"Detected in many"
"CAMKK2"	"CAMKK, CAMKKB, KIAA0787, MGC15254"	"ENSG00000110931"	"Calcium/calmodulin dependent protein kinase kinase 2"	"Q96RR4"	"Tissue enriched"	"Detected in all"	5	"Low cell line specificity"	"Detected in all"
"CAMSAP1"	"DKFZp434F195, FLJ31228"	"ENSG00000130559"	"Calmodulin regulated spectrin associated protein 1"	"Q5T5Y3"	"Low tissue specificity"	"Detected in all"	NA	"Low cell line specificity"	"Detected in all"
"CAMSAP2"	"CAMSAP1L1, KIAA1078"	"ENSG00000118200"	"Calmodulin regulated spectrin associated protein family member 2"	"Q08AD1"	"Low tissue specificity"	"Detected in many"	NA	"Cell line enhanced"	"Detected in many"
"CAND1"	"DKFZp434M1414, KIAA0829, TIP120, TIP120A"	"ENSG00000111530"	"Cullin associated and neddylation dissociated 1"	"Q86VP6"	"Low tissue specificity"	"Detected in all"	NA	"Low cell line specificity"	"Detected in all"
"CANT1"	"SCAN-1, SHAPY"	"ENSG00000171302"	"Calcium activated nucleotidase 1"	"Q8WVQ1"	"Low tissue specificity"	"Detected in all"	NA	"Cell line enhanced"	"Detected in all"
"CAPG"	"AFCP, MCP"	"ENSG00000042493"	"Capping actin protein, gelsolin like"	"P40121"	"Tissue enhanced"	"Detected in all"	NA	"Cell line enhanced"	"Detected in many"
"CAPN1"	"CANP, CANPL1, muCANP, muCL"	"ENSG00000014216"	"Calpain 1"	"P07384"	"Low tissue specificity"	"Detected in all"	NA	"Cell line enhanced"	"Detected in all"
"CAPN15"	"SOLH"	"ENSG00000103326"	"Calpain 15"	"O75808"	"Low tissue specificity"	"Detected in all"	NA	"Low cell line specificity"	"Detected in many"
"CAPN9"	"GC36, nCL-4"	"ENSG00000135773"	"Calpain 9"	"O14815"	"Tissue enhanced"	"Detected in some"	NA	"Cell line enriched"	"Detected in some"
"CAPRIN2"	"C1QDC1, caprin-2, EEG1, FLJ11391, FLJ22569, RNG140"	"ENSG00000110888"	"Caprin family member 2"	"Q6IMN6"	"Low tissue specificity"	"Detected in all"	NA	"Low cell line specificity"	"Detected in many"
"CARD14"	"BIMP2, CARMA2, PSORS2"	"ENSG00000141527"	"Caspase recruitment domain family member 14"	"Q9BXL6"	"Tissue enhanced"	"Detected in many"	NA	"Cell line enhanced"	"Detected in some"
"CARS2"	"FLJ12118"	"ENSG00000134905"	"Cysteinyl-tRNA synthetase 2, mitochondrial"	"Q9HA77"	"Low tissue specificity"	"Detected in all"	NA	"Cell line enhanced"	"Detected in all"
"CASC1"	"FLJ10921, LAS1, PPP1R54"	"ENSG00000118307"	"Cancer susceptibility 1"	"Q6TDU7"	"Tissue enhanced"	"Detected in many"	NA	"Cell line enhanced"	"Detected in some"
"CASC3"	"BTZ, MLN51"	"ENSG00000108349"	"Cancer susceptibility 3"	"O15234"	"Low tissue specificity"	"Detected in all"	NA	"Low cell line specificity"	"Detected in all"
"CASP8"	"Casp-8, FLICE, MACH, MCH5"	"ENSG00000064012"	"Caspase 8"	"Q14790"	"Tissue enhanced"	"Detected in all"	NA	"Low cell line specificity"	"Detected in many"
"CASP9"	"APAF-3, ICE-LAP6, MCH6, PPP1R56"	"ENSG00000132906"	"Caspase 9"	"P55211"	"Low tissue specificity"	"Detected in all"	NA	"Low cell line specificity"	"Detected in all"
"CASR"	"FHH, GPRC2A, HHC, HHC1, NSHPT"	"ENSG00000036828"	"Calcium sensing receptor"	"P41180"	"Tissue enriched"	"Detected in some"	7	"Cell line enhanced"	"Detected in some"
"CASZ1"	"castor, cst, FLJ20321, SRG, ZNF693"	"ENSG00000130940"	"Castor zinc finger 1"	"Q86V15"	"Low tissue specificity"	"Detected in many"	NA	"Cell line enhanced"	"Detected in many"
"CATSPERB"	"C14orf161, FLJ14298"	"ENSG00000133962"	"Cation channel sperm associated auxiliary subunit beta"	"Q9H7T0"	"Tissue enhanced"	"Detected in many"	NA	"Cell line enhanced"	"Detected in some"
"CATSPERD"	"MGC39581, TMEM146"	"ENSG00000174898"	"Cation channel sperm associated auxiliary subunit delta"	"Q86XM0"	"Tissue enriched"	"Detected in single"	45	"Cell line enriched"	"Detected in single"
"CATSPERG"	"C19orf15, DKFZp434A1022, FLJ46353"	"ENSG00000099338"	"Cation channel sperm associated auxiliary subunit gamma"	"Q6ZRH7"	"Tissue enriched"	"Detected in many"	5	"Cell line enhanced"	"Detected in some"
"CBFA2T2"	"MTGR1, ZMYND3"	"ENSG00000078699"	"CBFA2/RUNX1 translocation partner 2"	"O43439"	"Low tissue specificity"	"Detected in all"	NA	"Cell line enhanced"	"Detected in all"
"CBFA2T3"	"ETO2, MTG16, MTGR2, RUNX1T3, ZMYND4"	"ENSG00000129993"	"CBFA2/RUNX1 translocation partner 3"	"O75081"	"Tissue enhanced"	"Detected in many"	NA	"Cell line enhanced"	"Detected in some"
"CBL"	"c-Cbl, CBL2, RNF55"	"ENSG00000110395"	"Cbl proto-oncogene"	"P22681"	"Tissue enhanced"	"Detected in all"	NA	"Low cell line specificity"	"Detected in all"
"CBLC"	"CBL-3, CBL-SL, RNF57"	"ENSG00000142273"	"Cbl proto-oncogene C"	"Q9ULV8"	"Tissue enhanced"	"Detected in many"	NA	"Cell line enhanced"	"Detected in some"
"CBX5"	"HP1, HP1-ALPHA, HP1Hs-alpha"	"ENSG00000094916"	"Chromobox 5"	"P45973"	"Low tissue specificity"	"Detected in all"	NA	"Low cell line specificity"	"Detected in all"
"CBX8"	"HPC3, PC3, RC1"	"ENSG00000141570"	"Chromobox 8"	"Q9HC52"	"Low tissue specificity"	"Detected in all"	NA	"Low cell line specificity"	"Detected in many"
"CBY1"	"C22orf2, Cby, Chibby, PGEA1, PIGEA-14, PIGEA14"	"ENSG00000100211"	"Chibby family member 1, beta catenin antagonist"	"Q9Y3M2"	"Low tissue specificity"	"Detected in all"	NA	"Low cell line specificity"	"Detected in all"
"CC2D2A"	"JBTS9, KIAA1345, MKS6"	"ENSG00000048342"	"Coiled-coil and C2 domain containing 2A"	"Q9P2K1"	"Low tissue specificity"	"Detected in all"	NA	"Cell line enhanced"	"Detected in many"
"CCAR1"	"CARP-1, CARP1, FLJ10590"	"ENSG00000060339"	"Cell division cycle and apoptosis regulator 1"	"Q8IX12"	"Low tissue specificity"	"Detected in all"	NA	"Low cell line specificity"	"Detected in all"
"CCDC112"	"MGC39633"	"ENSG00000164221"	"Coiled-coil domain containing 112"	"Q8NEF3"	"Tissue enhanced"	"Detected in all"	NA	"Cell line enhanced"	"Detected in all"
"CCDC114"	"CILD20, FLJ32926"	"ENSG00000105479"	"Coiled-coil domain containing 114"	"Q96M63"	"Tissue enhanced"	"Detected in some"	NA	"Cell line enhanced"	"Detected in some"
"CCDC116"	"FLJ36046"	"ENSG00000161180"	"Coiled-coil domain containing 116"	"Q8IYX3"	"Tissue enriched"	"Detected in single"	51	"Cell line enhanced"	"Detected in some"
"CCDC13"	"FLJ25467"	"ENSG00000244607"	"Coiled-coil domain containing 13"	"Q8IYE1"	"Tissue enhanced"	"Detected in many"	NA	"Cell line enhanced"	"Detected in some"
"CCDC144NL"	"MGC87631"	"ENSG00000205212"	"Coiled-coil domain containing 144 family, N-terminal like"	"Q6NUI1"	"Group enriched"	"Detected in some"	7	"Cell line enriched"	"Detected in some"
"CCDC15"	"FLJ13215"	"ENSG00000149548"	"Coiled-coil domain containing 15"	"Q0P6D6"	"Tissue enhanced"	"Detected in many"	NA	"Low cell line specificity"	"Detected in many"
"CCDC158"	"FLJ25770"	"ENSG00000163749"	"Coiled-coil domain containing 158"	"Q5M9N0"	"Tissue enriched"	"Detected in some"	21	"Cell line enhanced"	"Detected in some"
"CCDC168"	"C13orf40, FLJ40176"	"ENSG00000175820"	"Coiled-coil domain containing 168"	"Q8NDH2"	"Tissue enriched"	"Detected in some"	10	"Cell line enhanced"	"Detected in some"
"CCDC171"	"bA536D16.1, bA778P13.1, C9orf93, Em:AL513423.1, FLJ39267, FLJ46740"	"ENSG00000164989"	"Coiled-coil domain containing 171"	"Q6TFL3"	"Low tissue specificity"	"Detected in all"	NA	"Cell line enhanced"	"Detected in many"
"CCDC180"	"BDAG1, C9orf174, DKFZp434I2420, KIAA1529"	"ENSG00000197816"	"Coiled-coil domain containing 180"	"Q9P1Z9"	"Tissue enriched"	"Detected in many"	6	"Cell line enhanced"	"Detected in many"
"CCDC25"	"FLJ10853"	"ENSG00000147419"	"Coiled-coil domain containing 25"	"Q86WR0"	"Low tissue specificity"	"Detected in all"	NA	"Low cell line specificity"	"Detected in all"
"CCDC27"	"FLJ32825"	"ENSG00000162592"	"Coiled-coil domain containing 27"	"Q2M243"	"Tissue enriched"	"Detected in single"	81	"Cell line enriched"	"Detected in single"
"CCDC28A"	"C6orf80, CCRL1AP, DKFZp586D0623"	"ENSG00000024862"	"Coiled-coil domain containing 28A"	"Q8IWP9"	"Low tissue specificity"	"Detected in all"	NA	"Low cell line specificity"	"Detected in all"
"CCDC36"	"CT74, FLJ25320"	"ENSG00000173421"	"Coiled-coil domain containing 36"	"Q8IYA8"	"Tissue enriched"	"Detected in many"	5	"Cell line enhanced"	"Detected in some"
"CCDC39"	NA	"ENSG00000284862"	"Coiled-coil domain containing 39"	"Q9UFE4"	"Tissue enhanced"	"Detected in many"	NA	"Low cell line specificity"	"Detected in many"
"CCDC39"	"CILD14, DKFZp434A128, FAP59"	"ENSG00000145075"	"Coiled-coil domain containing 39"	NA	"Tissue enhanced"	"Detected in many"	NA	"Cell line enhanced"	"Detected in some"
"CCDC57"	"FLJ00130, FLJ23754"	"ENSG00000176155"	"Coiled-coil domain containing 57"	"Q2TAC2"	"Low tissue specificity"	"Detected in all"	NA	"Low cell line specificity"	"Detected in many"
"CCDC74A"	"FLJ40345"	"ENSG00000163040"	"Coiled-coil domain containing 74A"	"Q96AQ1"	"Tissue enhanced"	"Detected in many"	NA	"Cell line enhanced"	"Detected in many"
"CCDC82"	"FLJ23518"	"ENSG00000149231"	"Coiled-coil domain containing 82"	"Q8N4S0"	"Low tissue specificity"	"Detected in all"	NA	"Low cell line specificity"	"Detected in many"
"CCDC83"	"CT148, FLJ42119, MGC34732"	"ENSG00000150676"	"Coiled-coil domain containing 83"	"Q8IWF9"	"Tissue enriched"	"Detected in some"	15	"Cell line enriched"	"Detected in single"
"CCDC88C"	"DAPLE, HkRP2, KIAA1509, SCA40"	"ENSG00000015133"	"Coiled-coil domain containing 88C"	"Q9P219"	"Tissue enhanced"	"Detected in many"	NA	"Cell line enhanced"	"Detected in many"
"CCDC92"	"FLJ22471"	"ENSG00000119242"	"Coiled-coil domain containing 92"	"Q53HC0"	"Low tissue specificity"	"Detected in all"	NA	"Low cell line specificity"	"Detected in many"
"CCDC93"	"FLJ10996"	"ENSG00000125633"	"Coiled-coil domain containing 93"	"Q567U6"	"Low tissue specificity"	"Detected in all"	NA	"Low cell line specificity"	"Detected in all"
"CCM2"	"C7orf22, MGC4607, OSM"	"ENSG00000136280"	"CCM2 scaffolding protein"	"Q9BSQ5"	"Low tissue specificity"	"Detected in all"	NA	"Low cell line specificity"	"Detected in all"
"CCNB2"	"HsT17299"	"ENSG00000157456"	"Cyclin B2"	"O95067"	"Tissue enhanced"	"Detected in many"	NA	"Low cell line specificity"	"Detected in many"
"CCNB3"	NA	"ENSG00000147082"	"Cyclin B3"	"Q8WWL7"	"Group enriched"	"Detected in some"	4	"Cell line enhanced"	"Detected in some"
"CCNG1"	"CCNG"	"ENSG00000113328"	"Cyclin G1"	"P51959"	"Low tissue specificity"	"Detected in all"	NA	"Low cell line specificity"	"Detected in many"
"CCNK"	"CPR4"	"ENSG00000090061"	"Cyclin K"	"O75909"	"Low tissue specificity"	"Detected in all"	NA	"Low cell line specificity"	"Detected in all"
"CCNL1"	"ania-6a"	"ENSG00000163660"	"Cyclin L1"	"Q9UK58"	"Low tissue specificity"	"Detected in all"	NA	"Low cell line specificity"	"Detected in all"
"CCNT2"	NA	"ENSG00000082258"	"Cyclin T2"	"O60583"	"Low tissue specificity"	"Detected in all"	NA	"Low cell line specificity"	"Detected in all"
"CCR2"	"CC-CKR-2, CD192, CKR2, CMKBR2, FLJ78302, MCP-1-R"	"ENSG00000121807"	"C-C motif chemokine receptor 2"	"P41597"	"Group enriched"	"Detected in many"	6	"Cell line enhanced"	"Detected in some"
"CCR4"	"CC-CKR-4, CD194, ChemR13, CKR4, CMKBR4, k5-5"	"ENSG00000183813"	"C-C motif chemokine receptor 4"	"P51679"	"Group enriched"	"Detected in many"	5	"Cell line enriched"	"Detected in some"
"CCR9"	"CDw199, GPR-9-6, GPR28"	"ENSG00000173585"	"C-C motif chemokine receptor 9"	"P51686"	"Tissue enriched"	"Detected in some"	7	"Cell line enriched"	"Detected in single"
"CCSER1"	"FAM190A, KIAA1680"	"ENSG00000184305"	"Coiled-coil serine rich protein 1"	"Q9C0I3"	"Tissue enhanced"	"Detected in many"	NA	"Cell line enhanced"	"Detected in some"
"CCSER2"	"FAM190B, KIAA1128"	"ENSG00000107771"	"Coiled-coil serine rich protein 2"	"Q9H7U1"	"Low tissue specificity"	"Detected in all"	NA	"Low cell line specificity"	"Detected in all"
"CCT3"	"Cctg, TRIC5"	"ENSG00000163468"	"Chaperonin containing TCP1 subunit 3"	"P49368"	"Low tissue specificity"	"Detected in all"	NA	"Low cell line specificity"	"Detected in all"
"CCT6A"	"CCT6, Cctz, HTR3, TCP20, TCPZ, TTCP20"	"ENSG00000146731"	"Chaperonin containing TCP1 subunit 6A"	"P40227"	"Low tissue specificity"	"Detected in all"	NA	"Cell line enhanced"	"Detected in all"
"CD164"	"DFNA66, MGC-24, MUC-24"	"ENSG00000135535"	"CD164 molecule"	"Q04900"	"Low tissue specificity"	"Detected in all"	NA	"Low cell line specificity"	"Detected in all"
"CD19"	NA	"ENSG00000177455"	"CD19 molecule"	"P15391"	"Group enriched"	"Detected in some"	6	"Cell line enhanced"	"Detected in some"
"CD1C"	"CD1"	"ENSG00000158481"	"CD1c molecule"	"P29017"	"Group enriched"	"Detected in many"	8	"Cell line enriched"	"Detected in some"
"CD2"	"SRBC"	"ENSG00000116824"	"CD2 molecule"	"P06729"	"Group enriched"	"Detected in many"	7	"Group enriched"	"Detected in some"
"CD248"	"CD164L1, TEM1"	"ENSG00000174807"	"CD248 molecule"	"Q9HCU0"	"Tissue enhanced"	"Detected in many"	NA	"Cell line enhanced"	"Detected in some"
"CD300LB"	"CLM7, TREM5"	"ENSG00000178789"	"CD300 molecule like family member b"	"A8K4G0"	"Group enriched"	"Detected in many"	4	"Group enriched"	"Detected in some"
"CD3EAP"	"ASE-1, CAST, PAF49"	"ENSG00000117877"	"CD3e molecule associated protein"	"O15446"	"Low tissue specificity"	"Detected in all"	NA	"Cell line enhanced"	"Detected in all"
"CD44"	"CD44R, CSPG8, HCELL, IN, MC56, MDU2, MDU3, MIC4, Pgp1"	"ENSG00000026508"	"CD44 molecule (Indian blood group)"	"P16070"	"Low tissue specificity"	"Detected in many"	NA	"Low cell line specificity"	"Detected in many"
"CD86"	"B7-2, B7.2, CD28LG2"	"ENSG00000114013"	"CD86 molecule"	"P42081"	"Tissue enhanced"	"Detected in many"	NA	"Cell line enriched"	"Detected in some"
